city,family,format,submitted_keyword,grouped_submitted_keywords,returned_keyword,close_variants,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,monthly_search_volumes,geography_method,observed_at
London,Competitive experiences,Darts,darts near me,darts near me,darts near me,,3600,MEDIUM,43,0.3051,0.2898,1.0524,2025-august:3600|2025-september:2900|2025-october:4400|2025-november:4400|2025-december:4400|2026-january:6600|2026-february:4400|2026-march:4400|2026-april:3600|2026-may:2900|2026-june:2400|2026-july:2400,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Social and relationship,Speed dating,speed dating near me,speed dating near me,speed dating near me,,10,MEDIUM,63,1.8202,0.9460,2.0417,2025-august:30|2025-september:10|2025-october:10|2025-november:20|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Performance and dance,Karaoke,karaoke near me,karaoke near me,karaoke near me,,880,LOW,7,0.1077,0.0000,0.0000,2025-august:880|2025-september:880|2025-october:880|2025-november:880|2025-december:1000|2026-january:880|2026-february:880|2026-march:880|2026-april:880|2026-may:1000|2026-june:880|2026-july:880,generic_query_inside_local_geo_target,2026-09-03
Glasgow,"Wellness, spa and retreats",Spa retreats,spa retreat near me,spa retreat near me,spa retreat near me,,10,HIGH,100,0.4300,0.2044,0.5265,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Craft and making,General art workshops,art workshops near me,art workshops near me,art workshops near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Glasgow,Craft and making,Sip and paint,sip and paint near me,sip and paint near me,sip and paint near me,,20,HIGH,76,0.0000,0.0000,0.0000,2025-august:20|2025-september:20|2025-october:20|2025-november:20|2025-december:10|2026-january:10|2026-february:20|2026-march:20|2026-april:20|2026-may:10|2026-june:20|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Competitive experiences,Darts,darts near me,darts near me,darts near me,,210,MEDIUM,37,0.3045,0.1676,1.8170,2025-august:170|2025-september:110|2025-october:140|2025-november:170|2025-december:260|2026-january:390|2026-february:320|2026-march:210|2026-april:170|2026-may:140|2026-june:90|2026-july:140,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Performance and dance,Line dancing,line dancing near me,line dancing near me,line dancing near me,,40,LOW,2,5.0235,0.0000,0.0000,2025-august:70|2025-september:50|2025-october:70|2025-november:20|2025-december:20|2026-january:50|2026-february:30|2026-march:40|2026-april:40|2026-may:40|2026-june:40|2026-july:40,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Performance and dance,Salsa classes,salsa classes near me,salsa classes near me,salsa classes near me,,20,LOW,5,0.0000,0.0000,0.0000,2025-august:30|2025-september:20|2025-october:20|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:20|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Tabletop and games,Board-game cafes,board game cafe near me,board game cafe near me,board game cafe near me,,40,LOW,11,0.0676,0.0000,0.0000,2025-august:50|2025-september:40|2025-october:50|2025-november:30|2025-december:20|2026-january:50|2026-february:50|2026-march:40|2026-april:40|2026-may:20|2026-june:30|2026-july:50,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Craft and making,Pottery painting,pottery painting near me,pottery painting near me,pottery painting near me,,210,LOW,14,0.1431,0.0000,0.0000,2025-august:210|2025-september:210|2025-october:210|2025-november:210|2025-december:140|2026-january:260|2026-february:390|2026-march:210|2026-april:210|2026-may:170|2026-june:210|2026-july:210,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Craft and making,Pottery classes,pottery classes near me,pottery classes near me,pottery classes near me,,70,HIGH,98,0.2290,0.2767,0.6936,2025-august:70|2025-september:70|2025-october:70|2025-november:50|2025-december:50|2026-january:90|2026-february:110|2026-march:110|2026-april:70|2026-may:70|2026-june:50|2026-july:40,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Tabletop and games,Dungeons & Dragons,dungeons and dragons near me,dungeons and dragons near me,dungeons and dragons near me,,10,LOW,11,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:20|2025-december:20|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:20|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Craft and making,Sewing classes,sewing classes near me,sewing classes near me,sewing classes near me,,30,HIGH,72,0.2537,0.0000,0.0000,2025-august:30|2025-september:40|2025-october:20|2025-november:30|2025-december:20|2026-january:30|2026-february:20|2026-march:30|2026-april:30|2026-may:30|2026-june:20|2026-july:30,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Food and drink,Wine tasting,wine tasting near me,wine tasting near me,wine tasting near me,,20,HIGH,100,0.8169,0.2787,1.0251,2025-august:20|2025-september:20|2025-october:40|2025-november:20|2025-december:20|2026-january:20|2026-february:20|2026-march:20|2026-april:10|2026-may:10|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Performance and dance,Acting classes,acting classes near me,acting classes near me,acting classes near me,,20,HIGH,75,3.7169,0.8222,5.1683,2025-august:10|2025-september:30|2025-october:10|2025-november:20|2025-december:20|2026-january:40|2026-february:40|2026-march:30|2026-april:20|2026-may:10|2026-june:20|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Tabletop and games,Quiz nights,quiz night near me,quiz night near me,quiz night near me,,20,LOW,5,0.2534,0.0000,0.0000,2025-august:20|2025-september:10|2025-october:30|2025-november:10|2025-december:10|2026-january:20|2026-february:20|2026-march:10|2026-april:20|2026-may:20|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Racket and team sport,Volleyball,volleyball clubs near me,volleyball clubs near me,volleyball clubs near me,,20,LOW,4,0.0000,0.0000,0.0000,2025-august:10|2025-september:20|2025-october:20|2025-november:30|2025-december:10|2026-january:30|2026-february:20|2026-march:40|2026-april:30|2026-may:20|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Racket and team sport,Netball,netball clubs near me,netball clubs near me,netball clubs near me,,20,LOW,3,0.0000,0.0000,0.0000,2025-august:10|2025-september:30|2025-october:30|2025-november:30|2025-december:10|2026-january:20|2026-february:20|2026-march:20|2026-april:20|2026-may:20|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Outdoor and endurance,Running clubs,running clubs near me,running clubs near me,running clubs near me,,20,LOW,13,0.0000,0.5851,1.0371,2025-august:30|2025-september:20|2025-october:20|2025-november:20|2025-december:20|2026-january:20|2026-february:30|2026-march:30|2026-april:40|2026-may:20|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Tabletop and games,Chess clubs,chess club near me,chess club near me,chess club near me,,20,LOW,0,0.0000,0.0000,0.0000,2025-august:20|2025-september:20|2025-october:40|2025-november:10|2025-december:20|2026-january:30|2026-february:30|2026-march:20|2026-april:10|2026-may:10|2026-june:20|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Liverpool,"Wellness, spa and retreats",Yoga retreats,yoga retreat near me,yoga retreat near me,yoga retreat near me,,10,HIGH,76,1.1649,0.1388,0.8171,2025-august:10|2025-september:10|2025-october:0|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Racket and team sport,Padel,padel near me,padel near me,padel near me,,390,LOW,13,0.8891,0.8015,1.6550,2025-august:260|2025-september:320|2025-october:320|2025-november:210|2025-december:170|2026-january:480|2026-february:480|2026-march:480|2026-april:590|2026-may:390|2026-june:320|2026-july:320,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Food and drink,Cooking classes,cooking classes near me,cooking classes near me,cooking classes near me,,30,HIGH,100,0.6957,0.3156,0.9237,2025-august:20|2025-september:30|2025-october:30|2025-november:20|2025-december:20|2026-january:40|2026-february:30|2026-march:40|2026-april:20|2026-may:20|2026-june:20|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Nature and animals,Nature walks,nature walks near me,nature walks near me,nature walks near me,,50,LOW,10,0.2437,0.0977,1.1352,2025-august:70|2025-september:10|2025-october:50|2025-november:30|2025-december:30|2026-january:40|2026-february:90|2026-march:70|2026-april:70|2026-may:90|2026-june:40|2026-july:110,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Social and relationship,Speed dating,speed dating near me,speed dating near me,speed dating near me,,10,MEDIUM,52,1.2369,0.4571,1.2577,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:20|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Performance and dance,Karaoke,karaoke near me,karaoke near me,karaoke near me,,720,LOW,31,0.0950,0.0694,0.3589,2025-august:880|2025-september:590|2025-october:720|2025-november:720|2025-december:720|2026-january:590|2026-february:720|2026-march:720|2026-april:720|2026-may:880|2026-june:720|2026-july:720,generic_query_inside_local_geo_target,2026-09-03
Liverpool,"Wellness, spa and retreats",Spa retreats,spa retreat near me,spa retreat near me,spa retreat near me,,10,MEDIUM,61,0.0000,0.3619,0.9519,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:40|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Craft and making,General art workshops,art workshops near me,art workshops near me,art workshops near me,,10,HIGH,100,0.2492,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:0|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Liverpool,Craft and making,Sip and paint,sip and paint near me,sip and paint near me,sip and paint near me,,20,HIGH,69,0.7185,0.2624,0.9903,2025-august:20|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:20|2026-february:20|2026-march:30|2026-april:10|2026-may:10|2026-june:20|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Competitive experiences,Darts,darts near me,darts near me,darts near me,,70,MEDIUM,39,0.2992,0.0000,0.0000,2025-august:50|2025-september:70|2025-october:70|2025-november:90|2025-december:90|2026-january:140|2026-february:140|2026-march:70|2026-april:70|2026-may:70|2026-june:30|2026-july:40,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Performance and dance,Line dancing,line dancing near me,line dancing near me,line dancing near me,,20,LOW,0,0.0000,0.0000,0.0000,2025-august:40|2025-september:40|2025-october:40|2025-november:20|2025-december:10|2026-january:30|2026-february:20|2026-march:20|2026-april:20|2026-may:20|2026-june:30|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Performance and dance,Salsa classes,salsa classes near me,salsa classes near me,salsa classes near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:20|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:20|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Tabletop and games,Board-game cafes,board game cafe near me,board game cafe near me,board game cafe near me,,90,LOW,10,0.0158,0.0000,0.0000,2025-august:90|2025-september:110|2025-october:90|2025-november:90|2025-december:70|2026-january:110|2026-february:140|2026-march:70|2026-april:70|2026-may:70|2026-june:70|2026-july:50,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Craft and making,Pottery painting,pottery painting near me,pottery painting near me,pottery painting near me,,170,LOW,13,0.4222,0.0000,0.0000,2025-august:210|2025-september:170|2025-october:210|2025-november:140|2025-december:110|2026-january:170|2026-february:260|2026-march:260|2026-april:170|2026-may:170|2026-june:140|2026-july:170,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Craft and making,Pottery classes,pottery classes near me,pottery classes near me,pottery classes near me,,30,MEDIUM,48,0.5367,0.0000,0.0000,2025-august:30|2025-september:30|2025-october:40|2025-november:30|2025-december:30|2026-january:50|2026-february:40|2026-march:30|2026-april:30|2026-may:20|2026-june:30|2026-july:50,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Tabletop and games,Dungeons & Dragons,dungeons and dragons near me,dungeons and dragons near me,dungeons and dragons near me,,10,HIGH,71,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Craft and making,Sewing classes,sewing classes near me,sewing classes near me,sewing classes near me,,20,LOW,24,0.0000,0.0000,0.0000,2025-august:20|2025-september:30|2025-october:20|2025-november:20|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:20|2026-may:10|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Food and drink,Wine tasting,wine tasting near me,wine tasting near me,wine tasting near me,,10,HIGH,100,0.2669,0.2584,1.2777,2025-august:10|2025-september:20|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Performance and dance,Acting classes,acting classes near me,acting classes near me,acting classes near me,,10,MEDIUM,66,0.0000,0.7923,4.6671,2025-august:10|2025-september:20|2025-october:30|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Tabletop and games,Quiz nights,quiz night near me,quiz night near me,quiz night near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:20|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Racket and team sport,Volleyball,volleyball clubs near me,volleyball clubs near me,volleyball clubs near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:20|2026-april:10|2026-may:20|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Racket and team sport,Netball,netball clubs near me,netball clubs near me,netball clubs near me,,10,LOW,10,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Outdoor and endurance,Running clubs,running clubs near me,running clubs near me,running clubs near me,,10,LOW,12,5.5090,0.0000,0.0000,2025-august:10|2025-september:20|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:20|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Tabletop and games,Chess clubs,chess club near me,chess club near me,chess club near me,,10,LOW,5,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Sheffield,"Wellness, spa and retreats",Yoga retreats,yoga retreat near me,yoga retreat near me,yoga retreat near me,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:0|2026-april:0|2026-may:10|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Racket and team sport,Padel,padel near me,padel near me,padel near me,,170,LOW,7,0.1040,0.0000,0.0000,2025-august:170|2025-september:260|2025-october:210|2025-november:140|2025-december:90|2026-january:140|2026-february:170|2026-march:170|2026-april:210|2026-may:260|2026-june:260|2026-july:260,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Food and drink,Cooking classes,cooking classes near me,cooking classes near me,cooking classes near me,,20,HIGH,94,0.1535,0.2922,1.5290,2025-august:20|2025-september:20|2025-october:20|2025-november:20|2025-december:20|2026-january:20|2026-february:20|2026-march:20|2026-april:20|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Nature and animals,Nature walks,nature walks near me,nature walks near me,nature walks near me,,20,LOW,13,0.0000,0.0000,0.0000,2025-august:30|2025-september:20|2025-october:20|2025-november:20|2025-december:10|2026-january:20|2026-february:20|2026-march:30|2026-april:30|2026-may:20|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Social and relationship,Speed dating,speed dating near me,speed dating near me,speed dating near me,,10,MEDIUM,33,1.6732,0.0000,0.0000,2025-august:20|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Performance and dance,Karaoke,karaoke near me,karaoke near me,karaoke near me,,320,LOW,23,0.1587,0.2746,0.5934,2025-august:320|2025-september:320|2025-october:320|2025-november:320|2025-december:390|2026-january:260|2026-february:260|2026-march:320|2026-april:260|2026-may:320|2026-june:320|2026-july:210,generic_query_inside_local_geo_target,2026-09-03
Sheffield,"Wellness, spa and retreats",Spa retreats,spa retreat near me,spa retreat near me,spa retreat near me,,10,HIGH,100,0.3130,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:20|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:0|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Craft and making,General art workshops,art workshops near me,art workshops near me,art workshops near me,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:10|2025-november:10|2025-december:10|2026-january:0|2026-february:10|2026-march:10|2026-april:0|2026-may:0|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Sheffield,Craft and making,Sip and paint,sip and paint near me,sip and paint near me,sip and paint near me,,10,HIGH,75,0.8009,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:20|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:20|2026-april:10|2026-may:20|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Competitive experiences,Darts,darts near me,darts near me,darts near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:20|2026-january:20|2026-february:20|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Performance and dance,Line dancing,line dancing near me,line dancing near me,line dancing near me,,10,LOW,1,0.0000,0.0000,0.0000,2025-august:20|2025-september:20|2025-october:20|2025-november:10|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:10|2026-may:20|2026-june:20|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Performance and dance,Salsa classes,salsa classes near me,salsa classes near me,salsa classes near me,,10,LOW,10,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Tabletop and games,Board-game cafes,board game cafe near me,board game cafe near me,board game cafe near me,,10,LOW,5,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Craft and making,Pottery painting,pottery painting near me,pottery painting near me,pottery painting near me,,50,LOW,12,0.1474,0.0000,0.0000,2025-august:50|2025-september:50|2025-october:50|2025-november:50|2025-december:30|2026-january:50|2026-february:110|2026-march:90|2026-april:50|2026-may:70|2026-june:30|2026-july:40,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Craft and making,Pottery classes,pottery classes near me,pottery classes near me,pottery classes near me,,10,MEDIUM,51,0.1976,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:20|2026-february:10|2026-march:10|2026-april:10|2026-may:20|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Tabletop and games,Dungeons & Dragons,dungeons and dragons near me,dungeons and dragons near me,dungeons and dragons near me,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:0|2026-may:10|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Craft and making,Sewing classes,sewing classes near me,sewing classes near me,sewing classes near me,,10,MEDIUM,60,0.3555,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Food and drink,Wine tasting,wine tasting near me,wine tasting near me,wine tasting near me,,10,HIGH,67,0.7736,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Performance and dance,Acting classes,acting classes near me,acting classes near me,acting classes near me,,10,MEDIUM,62,1.9608,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Tabletop and games,Quiz nights,quiz night near me,quiz night near me,quiz night near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:20|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Racket and team sport,Volleyball,volleyball clubs near me,volleyball clubs near me,volleyball clubs near me,,10,LOW,4,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:50|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Racket and team sport,Netball,netball clubs near me,netball clubs near me,netball clubs near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:0|2025-september:10|2025-october:0|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Outdoor and endurance,Running clubs,running clubs near me,running clubs near me,running clubs near me,,10,LOW,29,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Tabletop and games,Chess clubs,chess club near me,chess club near me,chess club near me,,10,LOW,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,"Wellness, spa and retreats",Yoga retreats,yoga retreat near me,yoga retreat near me,yoga retreat near me,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:0|2025-october:0|2025-november:10|2025-december:0|2026-january:10|2026-february:10|2026-march:10|2026-april:0|2026-may:10|2026-june:10|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Racket and team sport,Padel,padel near me,padel near me,padel near me,,40,LOW,2,0.0000,0.0000,0.0000,2025-august:40|2025-september:30|2025-october:20|2025-november:30|2025-december:30|2026-january:70|2026-february:70|2026-march:50|2026-april:40|2026-may:40|2026-june:50|2026-july:50,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Food and drink,Cooking classes,cooking classes near me,cooking classes near me,cooking classes near me,,10,HIGH,100,0.9591,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Nature and animals,Nature walks,nature walks near me,nature walks near me,nature walks near me,,10,LOW,8,1.0455,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Social and relationship,Speed dating,speed dating near me,speed dating near me,speed dating near me,,10,LOW,21,4.1001,0.0000,0.0000,2025-august:10|2025-september:20|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Performance and dance,Karaoke,karaoke near me,karaoke near me,karaoke near me,,30,LOW,16,0.1186,0.0000,0.0000,2025-august:30|2025-september:20|2025-october:30|2025-november:20|2025-december:20|2026-january:40|2026-february:30|2026-march:40|2026-april:40|2026-may:70|2026-june:30|2026-july:30,generic_query_inside_local_geo_target,2026-09-03
Newcastle,"Wellness, spa and retreats",Spa retreats,spa retreat near me,spa retreat near me,spa retreat near me,,10,HIGH,100,0.7995,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:0|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:0|2026-april:10|2026-may:10|2026-june:0|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Craft and making,General art workshops,art workshops near me,art workshops near me,art workshops near me,,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:0|2025-november:0|2025-december:10|2026-january:0|2026-february:0|2026-march:10|2026-april:10|2026-may:0|2026-june:0|2026-july:0,generic_query_inside_local_geo_target,2026-09-03
Newcastle,Craft and making,Sip and paint,sip and paint near me,sip and paint near me,sip and paint near me,,10,MEDIUM,46,0.0000,0.0000,0.0000,2025-august:10|2025-september:10|2025-october:10|2025-november:10|2025-december:10|2026-january:10|2026-february:10|2026-march:10|2026-april:10|2026-may:10|2026-june:10|2026-july:10,generic_query_inside_local_geo_target,2026-09-03
Cardiff,Competitive experiences,Darts,darts near me,darts near me,darts near me,,50,MEDIUM,42,0.3472,0.0000,0.0000,2025-august:50|2025-september:40|2025-october:50|2025-november:50|2025-december:90|2026-january:110|2026-february:70|2026-march:70|2026-april:50|2026-may:70|2026-june:40|2026-july:20,generic_query_inside_local_geo_target,2026-09-03
