submitted_keyword,returned_keyword,grouped_submitted_keywords,close_variants,niche,niche_phrase,lane,city,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,geography_method,observed_at
loft conversion Aberdeen,loft conversion aberdeen,loft conversion Aberdeen,loft conversion Aberdeen,loft_conversion,loft conversion,high_ticket_home,Aberdeen,260,MEDIUM,36,5.6722,1.2576,4.9589,explicit_city_query_under_uk_target,2026-09-03
loft conversion Plymouth,loft conversion plymouth,loft conversion Plymouth,loft conversion Plymouth,loft_conversion,loft conversion,high_ticket_home,Plymouth,110,MEDIUM,64,3.5267,1.1831,4.1249,explicit_city_query_under_uk_target,2026-09-03
loft conversion Exeter,loft conversion exeter,loft conversion Exeter,loft conversion Exeter,loft_conversion,loft conversion,high_ticket_home,Exeter,110,MEDIUM,55,2.9488,1.8355,4.8621,explicit_city_query_under_uk_target,2026-09-03
loft conversion Norwich,loft conversion norwich,loft conversion Norwich,loft conversion Norwich,loft_conversion,loft conversion,high_ticket_home,Norwich,70,MEDIUM,66,3.6018,1.4509,5.0010,explicit_city_query_under_uk_target,2026-09-03
loft conversion Swansea,loft conversion swansea,loft conversion Swansea,loft conversion Swansea,loft_conversion,loft conversion,high_ticket_home,Swansea,50,MEDIUM,52,3.6565,1.5340,4.8880,explicit_city_query_under_uk_target,2026-09-03
loft conversion York,loft conversion york,loft conversion York,loft conversion York,loft_conversion,loft conversion,high_ticket_home,York,210,LOW,25,4.0876,1.3803,4.7775,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters London,bathroom fitters london,bathroom fitters London,bathroom fitters London,bathroom_fitters,bathroom fitters,high_ticket_home,London,590,MEDIUM,55,9.5894,2.9644,22.3177,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Birmingham,bathroom fitters birmingham,bathroom fitters Birmingham,bathroom fitters Birmingham,bathroom_fitters,bathroom fitters,high_ticket_home,Birmingham,590,HIGH,86,2.8060,1.5619,4.4355,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Manchester,bathroom fitters manchester,bathroom fitters Manchester,bathroom fitters Manchester,bathroom_fitters,bathroom fitters,high_ticket_home,Manchester,320,HIGH,76,3.3898,1.5156,5.4595,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Glasgow,bathroom fitters glasgow,bathroom fitters Glasgow,bathroom fitters Glasgow,bathroom_fitters,bathroom fitters,high_ticket_home,Glasgow,880,HIGH,86,3.7627,1.7401,6.2808,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Leeds,bathroom fitters leeds,bathroom fitters Leeds,bathroom fitters Leeds,bathroom_fitters,bathroom fitters,high_ticket_home,Leeds,590,MEDIUM,64,3.6020,1.9036,5.6792,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Liverpool,bathroom fitters liverpool,bathroom fitters Liverpool,bathroom fitters Liverpool,bathroom_fitters,bathroom fitters,high_ticket_home,Liverpool,480,HIGH,80,2.1069,1.4899,4.0858,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Bristol,bathroom fitters bristol,bathroom fitters Bristol,bathroom fitters Bristol,bathroom_fitters,bathroom fitters,high_ticket_home,Bristol,260,HIGH,75,4.9776,1.6600,5.8997,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Sheffield,bathroom fitters sheffield,bathroom fitters Sheffield,bathroom fitters Sheffield,bathroom_fitters,bathroom fitters,high_ticket_home,Sheffield,480,MEDIUM,57,2.9152,1.7807,4.7868,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Edinburgh,bathroom fitters edinburgh,bathroom fitters Edinburgh,bathroom fitters Edinburgh,bathroom_fitters,bathroom fitters,high_ticket_home,Edinburgh,880,HIGH,82,5.5306,2.1895,9.7820,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Cardiff,bathroom fitters cardiff,bathroom fitters Cardiff,bathroom fitters Cardiff,bathroom_fitters,bathroom fitters,high_ticket_home,Cardiff,390,MEDIUM,56,4.0425,1.8743,7.9579,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Nottingham,bathroom fitters nottingham,bathroom fitters Nottingham,bathroom fitters Nottingham,bathroom_fitters,bathroom fitters,high_ticket_home,Nottingham,320,HIGH,89,3.5072,2.0653,6.6047,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Newcastle,bathroom fitters newcastle,bathroom fitters Newcastle,bathroom fitters Newcastle,bathroom_fitters,bathroom fitters,high_ticket_home,Newcastle,210,HIGH,85,5.9416,1.9092,7.1155,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Leicester,bathroom fitters leicester,bathroom fitters Leicester,bathroom fitters Leicester,bathroom_fitters,bathroom fitters,high_ticket_home,Leicester,320,HIGH,81,4.2072,1.7383,5.5057,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Southampton,bathroom fitters southampton,bathroom fitters Southampton,bathroom fitters Southampton,bathroom_fitters,bathroom fitters,high_ticket_home,Southampton,390,HIGH,86,2.9951,1.8269,5.1925,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Brighton,bathroom fitters brighton,bathroom fitters Brighton,bathroom fitters Brighton,bathroom_fitters,bathroom fitters,high_ticket_home,Brighton,110,HIGH,94,5.3452,2.8608,11.5695,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Coventry,bathroom fitters coventry,bathroom fitters Coventry,bathroom fitters Coventry,bathroom_fitters,bathroom fitters,high_ticket_home,Coventry,260,HIGH,76,2.8306,1.7648,5.1925,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Belfast,bathroom fitters belfast,bathroom fitters Belfast,bathroom fitters Belfast,bathroom_fitters,bathroom fitters,high_ticket_home,Belfast,260,MEDIUM,50,2.0684,0.7265,2.6224,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Reading,bathroom fitters reading,bathroom fitters Reading,bathroom fitters Reading,bathroom_fitters,bathroom fitters,high_ticket_home,Reading,110,HIGH,100,3.3509,2.3032,6.4968,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Oxford,bathroom fitters oxford,bathroom fitters Oxford,bathroom fitters Oxford,bathroom_fitters,bathroom fitters,high_ticket_home,Oxford,110,MEDIUM,58,3.0050,1.9965,8.3234,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Cambridge,bathroom fitters cambridge,bathroom fitters Cambridge,bathroom fitters Cambridge,bathroom_fitters,bathroom fitters,high_ticket_home,Cambridge,140,HIGH,88,2.5024,1.7384,6.2423,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Aberdeen,bathroom fitters aberdeen,bathroom fitters Aberdeen,bathroom fitters Aberdeen,bathroom_fitters,bathroom fitters,high_ticket_home,Aberdeen,480,MEDIUM,50,4.1022,1.6998,7.7061,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Plymouth,bathroom fitters plymouth,bathroom fitters Plymouth,bathroom fitters Plymouth,bathroom_fitters,bathroom fitters,high_ticket_home,Plymouth,260,HIGH,75,4.5368,3.4682,7.9067,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Exeter,bathroom fitters exeter,bathroom fitters Exeter,bathroom fitters Exeter,bathroom_fitters,bathroom fitters,high_ticket_home,Exeter,140,MEDIUM,54,6.2111,2.9573,7.9067,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Norwich,bathroom fitters norwich,bathroom fitters Norwich,bathroom fitters Norwich,bathroom_fitters,bathroom fitters,high_ticket_home,Norwich,260,HIGH,85,4.1094,1.9062,5.7450,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters Swansea,bathroom fitters swansea,bathroom fitters Swansea,bathroom fitters Swansea,bathroom_fitters,bathroom fitters,high_ticket_home,Swansea,170,HIGH,73,4.2785,1.2076,4.7504,explicit_city_query_under_uk_target,2026-09-03
bathroom fitters York,bathroom fitters york,bathroom fitters York,bathroom fitters York,bathroom_fitters,bathroom fitters,high_ticket_home,York,210,HIGH,75,3.7923,1.5312,4.1283,explicit_city_query_under_uk_target,2026-09-03
water damage restoration London,water damage restoration london,water damage restoration London,water damage restoration London,water_damage_restoration,water damage restoration,urgent_remediation,London,50,HIGH,84,3.6359,11.9073,33.5429,explicit_city_query_under_uk_target,2026-09-03
water damage restoration Birmingham,water damage restoration birmingham,water damage restoration Birmingham,water damage restoration Birmingham,water_damage_restoration,water damage restoration,urgent_remediation,Birmingham,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
water damage restoration Manchester,water damage restoration manchester,water damage restoration Manchester,water damage restoration Manchester,water_damage_restoration,water damage restoration,urgent_remediation,Manchester,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
water damage restoration Leeds,water damage restoration leeds,water damage restoration Leeds,water damage restoration Leeds,water_damage_restoration,water damage restoration,urgent_remediation,Leeds,10,LOW,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
water damage restoration Liverpool,water damage restoration liverpool,water damage restoration Liverpool,water damage restoration Liverpool,water_damage_restoration,water damage restoration,urgent_remediation,Liverpool,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
water damage restoration Bristol,water damage restoration bristol,water damage restoration Bristol,water damage restoration Bristol,water_damage_restoration,water damage restoration,urgent_remediation,Bristol,10,MEDIUM,34,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
water damage restoration Nottingham,water damage restoration nottingham,water damage restoration Nottingham,water damage restoration Nottingham,water_damage_restoration,water damage restoration,urgent_remediation,Nottingham,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
water damage restoration Newcastle,water damage restoration newcastle,water damage restoration Newcastle,water damage restoration Newcastle,water_damage_restoration,water damage restoration,urgent_remediation,Newcastle,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
water damage restoration Southampton,water damage restoration southampton,water damage restoration Southampton,water damage restoration Southampton,water_damage_restoration,water damage restoration,urgent_remediation,Southampton,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
water damage restoration Brighton,water damage restoration brighton,water damage restoration Brighton,water damage restoration Brighton,water_damage_restoration,water damage restoration,urgent_remediation,Brighton,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
water damage restoration Cambridge,water damage restoration cambridge,water damage restoration Cambridge,water damage restoration Cambridge,water_damage_restoration,water damage restoration,urgent_remediation,Cambridge,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
water damage restoration Aberdeen,water damage restoration aberdeen,water damage restoration Aberdeen,water damage restoration Aberdeen,water_damage_restoration,water damage restoration,urgent_remediation,Aberdeen,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
water damage restoration Plymouth,water damage restoration plymouth,water damage restoration Plymouth,water damage restoration Plymouth,water_damage_restoration,water damage restoration,urgent_remediation,Plymouth,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
water damage restoration York,water damage restoration york,water damage restoration York,water damage restoration York,water_damage_restoration,water damage restoration,urgent_remediation,York,10,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
appliance repair London,appliance repair london,appliance repair London,appliance repair London,appliance_repair,appliance repair,planned_trade,London,390,MEDIUM,54,2.8554,2.0246,7.6434,explicit_city_query_under_uk_target,2026-09-03
appliance repair Birmingham,appliance repair birmingham,appliance repair Birmingham,appliance repair Birmingham,appliance_repair,appliance repair,planned_trade,Birmingham,170,MEDIUM,51,2.5194,0.8939,3.2256,explicit_city_query_under_uk_target,2026-09-03
appliance repair Manchester,appliance repair manchester,appliance repair Manchester,appliance repair Manchester,appliance_repair,appliance repair,planned_trade,Manchester,320,MEDIUM,37,2.3316,0.9587,3.2241,explicit_city_query_under_uk_target,2026-09-03
appliance repair Glasgow,appliance repair glasgow,appliance repair Glasgow,appliance repair Glasgow,appliance_repair,appliance repair,planned_trade,Glasgow,110,MEDIUM,41,2.7092,1.0391,3.4872,explicit_city_query_under_uk_target,2026-09-03
appliance repair Leeds,appliance repair leeds,appliance repair Leeds,appliance repair Leeds,appliance_repair,appliance repair,planned_trade,Leeds,170,MEDIUM,61,2.2073,0.7910,2.9975,explicit_city_query_under_uk_target,2026-09-03
appliance repair Liverpool,appliance repair liverpool,appliance repair Liverpool,appliance repair Liverpool,appliance_repair,appliance repair,planned_trade,Liverpool,110,MEDIUM,44,1.6150,0.8895,3.3325,explicit_city_query_under_uk_target,2026-09-03
appliance repair Bristol,appliance repair bristol,appliance repair Bristol,appliance repair Bristol,appliance_repair,appliance repair,planned_trade,Bristol,880,LOW,33,3.5298,1.0419,3.4749,explicit_city_query_under_uk_target,2026-09-03
appliance repair Sheffield,appliance repair sheffield,appliance repair Sheffield,appliance repair Sheffield,appliance_repair,appliance repair,planned_trade,Sheffield,170,MEDIUM,46,2.6486,0.9714,3.4716,explicit_city_query_under_uk_target,2026-09-03
appliance repair Edinburgh,appliance repair edinburgh,appliance repair Edinburgh,appliance repair Edinburgh,appliance_repair,appliance repair,planned_trade,Edinburgh,140,MEDIUM,60,2.1930,1.0424,3.5057,explicit_city_query_under_uk_target,2026-09-03
appliance repair Cardiff,appliance repair cardiff,appliance repair Cardiff,appliance repair Cardiff,appliance_repair,appliance repair,planned_trade,Cardiff,110,MEDIUM,33,2.7125,0.9791,3.2284,explicit_city_query_under_uk_target,2026-09-03
appliance repair Nottingham,appliance repair nottingham,appliance repair Nottingham,appliance repair Nottingham,appliance_repair,appliance repair,planned_trade,Nottingham,110,MEDIUM,56,2.6266,1.0398,2.9856,explicit_city_query_under_uk_target,2026-09-03
appliance repair Newcastle,appliance repair newcastle,appliance repair Newcastle,appliance repair Newcastle,appliance_repair,appliance repair,planned_trade,Newcastle,70,MEDIUM,62,2.5668,1.0395,3.3460,explicit_city_query_under_uk_target,2026-09-03
appliance repair Leicester,appliance repair leicester,appliance repair Leicester,appliance repair Leicester,appliance_repair,appliance repair,planned_trade,Leicester,210,MEDIUM,45,2.3145,0.8581,2.2677,explicit_city_query_under_uk_target,2026-09-03
appliance repair Southampton,appliance repair southampton,appliance repair Southampton,appliance repair Southampton,appliance_repair,appliance repair,planned_trade,Southampton,40,MEDIUM,57,1.6984,1.0040,2.9618,explicit_city_query_under_uk_target,2026-09-03
appliance repair Brighton,appliance repair brighton,appliance repair Brighton,appliance repair Brighton,appliance_repair,appliance repair,planned_trade,Brighton,90,HIGH,70,3.5417,1.8990,5.3417,explicit_city_query_under_uk_target,2026-09-03
appliance repair Coventry,appliance repair coventry,appliance repair Coventry,appliance repair Coventry,appliance_repair,appliance repair,planned_trade,Coventry,50,MEDIUM,64,3.1629,1.0435,3.3016,explicit_city_query_under_uk_target,2026-09-03
appliance repair Belfast,appliance repair belfast,appliance repair Belfast,appliance repair Belfast,appliance_repair,appliance repair,planned_trade,Belfast,110,LOW,26,2.8997,0.6684,1.8814,explicit_city_query_under_uk_target,2026-09-03
appliance repair Reading,appliance repair reading,appliance repair Reading,appliance repair Reading,appliance_repair,appliance repair,planned_trade,Reading,40,MEDIUM,63,4.4510,1.3933,4.6910,explicit_city_query_under_uk_target,2026-09-03
appliance repair Oxford,appliance repair oxford,appliance repair Oxford,appliance repair Oxford,appliance_repair,appliance repair,planned_trade,Oxford,50,MEDIUM,59,3.1993,0.9110,3.3032,explicit_city_query_under_uk_target,2026-09-03
appliance repair Cambridge,appliance repair cambridge,appliance repair Cambridge,appliance repair Cambridge,appliance_repair,appliance repair,planned_trade,Cambridge,70,MEDIUM,54,3.4141,1.4883,3.4853,explicit_city_query_under_uk_target,2026-09-03
appliance repair Aberdeen,appliance repair aberdeen,appliance repair Aberdeen,appliance repair Aberdeen,appliance_repair,appliance repair,planned_trade,Aberdeen,260,LOW,12,2.0930,0.5667,2.1496,explicit_city_query_under_uk_target,2026-09-03
appliance repair Plymouth,appliance repair plymouth,appliance repair Plymouth,appliance repair Plymouth,appliance_repair,appliance repair,planned_trade,Plymouth,90,MEDIUM,52,2.8635,1.0398,3.4872,explicit_city_query_under_uk_target,2026-09-03
appliance repair Exeter,appliance repair exeter,appliance repair Exeter,appliance repair Exeter,appliance_repair,appliance repair,planned_trade,Exeter,90,MEDIUM,40,2.8861,1.0428,2.8363,explicit_city_query_under_uk_target,2026-09-03
appliance repair Norwich,appliance repair norwich,appliance repair Norwich,appliance repair Norwich,appliance_repair,appliance repair,planned_trade,Norwich,90,MEDIUM,66,2.2614,1.0400,3.4800,explicit_city_query_under_uk_target,2026-09-03
appliance repair Swansea,appliance repair swansea,appliance repair Swansea,appliance repair Swansea,appliance_repair,appliance repair,planned_trade,Swansea,110,MEDIUM,38,3.2311,0.9678,3.4844,explicit_city_query_under_uk_target,2026-09-03
appliance repair York,appliance repair york,appliance repair York,appliance repair York,appliance_repair,appliance repair,planned_trade,York,50,MEDIUM,58,2.6075,0.9845,2.4476,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement London,conservatory roof replacement london,conservatory roof replacement London,conservatory roof replacement London,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,London,40,HIGH,71,31.0276,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Birmingham,conservatory roof replacement birmingham,conservatory roof replacement Birmingham,conservatory roof replacement Birmingham,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Birmingham,40,HIGH,77,12.3062,4.5594,15.8488,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Manchester,conservatory roof replacement manchester,conservatory roof replacement Manchester,conservatory roof replacement Manchester,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Manchester,30,HIGH,85,16.8896,10.2952,18.7831,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Glasgow,conservatory roof replacement glasgow,conservatory roof replacement Glasgow,conservatory roof replacement Glasgow,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Glasgow,30,HIGH,96,8.0020,3.2529,9.5872,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Leeds,conservatory roof replacement leeds,conservatory roof replacement Leeds,conservatory roof replacement Leeds,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Leeds,30,HIGH,88,42.4572,3.3033,35.3467,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Liverpool,conservatory roof replacement liverpool,conservatory roof replacement Liverpool,conservatory roof replacement Liverpool,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Liverpool,50,HIGH,70,5.4259,2.5048,9.8215,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Bristol,conservatory roof replacement bristol,conservatory roof replacement Bristol,conservatory roof replacement Bristol,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Bristol,70,MEDIUM,62,9.9421,4.0504,13.7229,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Sheffield,conservatory roof replacement sheffield,conservatory roof replacement Sheffield,conservatory roof replacement Sheffield,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Sheffield,30,HIGH,81,18.5017,4.5653,21.1265,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Cardiff,conservatory roof replacement cardiff,conservatory roof replacement Cardiff,conservatory roof replacement Cardiff,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Cardiff,10,HIGH,95,14.8837,2.5567,19.8196,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Nottingham,conservatory roof replacement nottingham,conservatory roof replacement Nottingham,conservatory roof replacement Nottingham,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Nottingham,70,HIGH,78,8.8938,5.7960,18.9254,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Newcastle,conservatory roof replacement newcastle,conservatory roof replacement Newcastle,conservatory roof replacement Newcastle,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Newcastle,10,HIGH,68,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Leicester,conservatory roof replacement leicester,conservatory roof replacement Leicester,conservatory roof replacement Leicester,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Leicester,40,HIGH,81,16.2174,12.0838,33.8511,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Southampton,conservatory roof replacement southampton,conservatory roof replacement Southampton,conservatory roof replacement Southampton,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Southampton,20,HIGH,81,34.8918,3.5946,22.1786,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Brighton,conservatory roof replacement brighton,conservatory roof replacement Brighton,conservatory roof replacement Brighton,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Brighton,10,MEDIUM,64,36.1889,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Coventry,conservatory roof replacement coventry,conservatory roof replacement Coventry,conservatory roof replacement Coventry,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Coventry,20,HIGH,94,13.0005,7.2005,17.3667,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Belfast,conservatory roof replacement belfast,conservatory roof replacement Belfast,conservatory roof replacement Belfast,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Belfast,10,HIGH,100,7.7342,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Reading,conservatory roof replacement reading,conservatory roof replacement Reading,conservatory roof replacement Reading,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Reading,10,LOW,21,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Oxford,conservatory roof replacement oxford,conservatory roof replacement Oxford,conservatory roof replacement Oxford,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Oxford,30,LOW,20,44.2041,17.2594,34.4837,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Cambridge,conservatory roof replacement cambridge,conservatory roof replacement Cambridge,conservatory roof replacement Cambridge,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Cambridge,40,MEDIUM,63,0.0000,5.6293,32.7319,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Plymouth,conservatory roof replacement plymouth,conservatory roof replacement Plymouth,conservatory roof replacement Plymouth,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Plymouth,20,HIGH,82,11.9318,7.4629,27.9255,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement Norwich,conservatory roof replacement norwich,conservatory roof replacement Norwich,conservatory roof replacement Norwich,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,Norwich,30,HIGH,77,4.6812,3.6837,12.5944,explicit_city_query_under_uk_target,2026-09-03
conservatory roof replacement York,conservatory roof replacement york,conservatory roof replacement York,conservatory roof replacement York,conservatory_roof_replacement,conservatory roof replacement,high_ticket_home,York,20,HIGH,80,20.0801,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
solar panel installers Belfast,solar panel installers belfast,solar panel installers Belfast,solar panel installers Belfast,solar_panel_installers,solar panel installers,high_ticket_home,Belfast,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
ev charger installation Liverpool,ev charger installation liverpool,ev charger installation Liverpool,ev charger installation Liverpool,ev_charger_installation,ev charger installation,high_ticket_home,Liverpool,70,MEDIUM,67,2.8773,1.5939,3.6010,explicit_city_query_under_uk_target,2026-09-03
ev charger installation Brighton,ev charger installation brighton,ev charger installation Brighton,ev charger installation Brighton,ev_charger_installation,ev charger installation,high_ticket_home,Brighton,40,HIGH,68,1.8013,1.7627,4.9171,explicit_city_query_under_uk_target,2026-09-03
ev charger installation Swansea,ev charger installation swansea,ev charger installation Swansea,ev charger installation Swansea,ev_charger_installation,ev charger installation,high_ticket_home,Swansea,30,HIGH,71,5.6474,1.6378,5.7451,explicit_city_query_under_uk_target,2026-09-03
ev charger installation York,ev charger installation york,ev charger installation York,ev charger installation York,ev_charger_installation,ev charger installation,high_ticket_home,York,40,HIGH,87,2.6569,2.0910,5.1421,explicit_city_query_under_uk_target,2026-09-03
air conditioning installation Belfast,air conditioning installation belfast,air conditioning installation Belfast,air conditioning installation Belfast,air_conditioning_installation,air conditioning installation,high_ticket_home,Belfast,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing London,damp proofing london,damp proofing London,damp proofing London,damp_proofing,damp proofing,high_ticket_home,London,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Birmingham,damp proofing birmingham,damp proofing Birmingham,damp proofing Birmingham,damp_proofing,damp proofing,high_ticket_home,Birmingham,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Manchester,damp proofing manchester,damp proofing Manchester,damp proofing Manchester,damp_proofing,damp proofing,high_ticket_home,Manchester,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Glasgow,damp proofing glasgow,damp proofing Glasgow,damp proofing Glasgow,damp_proofing,damp proofing,high_ticket_home,Glasgow,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Leeds,damp proofing leeds,damp proofing Leeds,damp proofing Leeds,damp_proofing,damp proofing,high_ticket_home,Leeds,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Liverpool,damp proofing liverpool,damp proofing Liverpool,damp proofing Liverpool,damp_proofing,damp proofing,high_ticket_home,Liverpool,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Bristol,damp proofing bristol,damp proofing Bristol,damp proofing Bristol,damp_proofing,damp proofing,high_ticket_home,Bristol,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Sheffield,damp proofing sheffield,damp proofing Sheffield,damp proofing Sheffield,damp_proofing,damp proofing,high_ticket_home,Sheffield,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Edinburgh,damp proofing edinburgh,damp proofing Edinburgh,damp proofing Edinburgh,damp_proofing,damp proofing,high_ticket_home,Edinburgh,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Cardiff,damp proofing cardiff,damp proofing Cardiff,damp proofing Cardiff,damp_proofing,damp proofing,high_ticket_home,Cardiff,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Nottingham,damp proofing nottingham,damp proofing Nottingham,damp proofing Nottingham,damp_proofing,damp proofing,high_ticket_home,Nottingham,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Newcastle,damp proofing newcastle,damp proofing Newcastle,damp proofing Newcastle,damp_proofing,damp proofing,high_ticket_home,Newcastle,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
damp proofing Leicester,damp proofing leicester,damp proofing Leicester,damp proofing Leicester,damp_proofing,damp proofing,high_ticket_home,Leicester,0,UNSPECIFIED,0,0.0000,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
